Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"David Hamilton","MIL",59,201,3,29,11,14,0.099502487,0.213930348,0.087209302,0.285714285,0.226744186,0.310880829,0.313953488,0.28658309964936013,0.2682816982269287,80.22401127937417,1.0161253102123737,-3.668374053639841,-2.75499165058136,0.004909570095632615,"David Hamilton",27531,666152
"Brett Baty","NYM",69,245,3,24,26,3,0.089795918,0.281632653,0.092165899,0.31292517,0.225806451,0.303278688,0.31797235,0.28271082800919894,0.29615836847023885,80.14275025437033,0.5629681767895818,-5.1704563973123925,-2.733702778816223,-0.0016274864968200548,"Brett Baty",26123,683146
"Andrew Benintendi","CHW",64,228,8,29,33,1,0.083333333,0.267543859,0.185365853,0.294964028,0.23902439,0.299559471,0.424390243,0.3153884053755437,0.3236524793836806,98.07107662984409,-0.534835159778595,-1.055138588284945,-7.315086245536804,-0.02645779246252955,"Andrew Benintendi",17901,643217
"Marcus Semien","NYM",73,289,9,28,26,6,0.072664359,0.214532871,0.133079847,0.246153846,0.216730038,0.274305555,0.349809885,0.27735584746632314,0.3220215910798186,76.49095158307186,0.7834472339600325,-7.2234050119497315,-2.6581798791885376,-0.058781562354323705,"Marcus Semien",12533,543760
"Justin Crawford","PHI",67,218,2,19,14,9,0.064220183,0.206422018,0.094059406,0.296774193,0.237623762,0.293577981,0.331683168,0.28115290075267124,0.2660399095727763,74.14377124871332,0.8677649078890681,-5.775026207353425,-1.8867444396018982,-0.06552373827329429,"Justin Crawford",31791,702222
"Tyler Stephenson","CIN",58,204,5,14,19,0,0.117647058,0.269607843,0.123595505,0.275,0.213483146,0.303921568,0.337078651,0.2903454029092602,0.32140934882472405,77.12629444473883,-1.4002208542078733,-6.8993714725827955,-0.410585880279541,-0.07560780363907976,"Tyler Stephenson",17988,663886
"Marcelo Mayer","BOS",63,204,3,18,18,3,0.073529411,0.181372549,0.087912088,0.255172413,0.219780219,0.285714285,0.307692307,0.26883887216962615,0.2608414829367458,62.52755597245112,0.12412193417549133,-8.91963856763806,0.7333179116249084,-0.09472891065634519,"Marcelo Mayer",29668,691785
"Miguel Andujar","SDP",54,198,5,18,17,2,0.035353535,0.166666666,0.164021164,0.284768211,0.253968253,0.287878787,0.417989417,0.3040788629833533,0.2852288070990115,95.15438276668488,-0.616692127819988,-1.747381256795852,-5.586037218570709,-0.09768799981631049,"Miguel Andujar",15878,609280
"Vinnie Pasquantino","KCR",68,291,6,28,32,3,0.109965635,0.175257731,0.125984252,0.253731343,0.224409448,0.30927835,0.3503937,0.2936169162753544,0.31641679339938694,80.53387930587516,-0.11423576809465885,-6.815847558905327,-4.875189870595932,-0.13650309501481023,"Vinnie Pasquantino",27676,686469
"Caleb Durbin","BOS",64,226,3,21,26,5,0.057522123,0.14159292,0.117073171,0.209302325,0.190243902,0.25,0.307317073,0.24981946870684624,0.27987433121343364,49.607396450773365,1.2275811051949859,-12.245970863655227,2.7552395462989807,-0.14791162963212295,"Caleb Durbin",29646,702332
"Alec Bohm","PHI",69,275,9,22,38,1,0.065454545,0.141818181,0.143426295,0.22705314,0.223107569,0.276363636,0.366533864,0.28358945152976295,0.294755754679659,75.80536325994336,-1.0156698729842901,-8.856837188693603,-1.4969198107719421,-0.1528466530516457,"Alec Bohm",21618,664761
"Victor Scott II","STL",61,184,2,19,9,9,0.086956521,0.239130434,0.064516129,0.254545454,0.193548387,0.275862068,0.258064516,0.24896141783944492,0.2733249442521916,55.968589372412865,0.6743867341428995,-8.8735458371063,1.3796226978302002,-0.1599877807547696,"Victor Scott II",31349,687363
"Brent Rooker","ATH",48,203,10,20,29,2,0.093596059,0.320197044,0.188888888,0.242990654,0.2,0.280788177,0.388888888,0.294106921937206,0.3122822732636423,81.06317317668747,0.41221786476671696,-4.135673804783099,-4.758355721831322,-0.1704845844399766,"Brent Rooker",19627,667670
"Nolan Gorman","STL",62,229,7,19,26,0,0.109170305,0.323144104,0.12437811,0.260162601,0.19402985,0.279475982,0.31840796,0.26711366617732113,0.27855588265977765,68.3474123822415,-1.1293849470093846,-9.67166141580356,0.5236139297485352,-0.1809093068499113,"Nolan Gorman",22263,669357
"Sal Frelick","MIL",66,243,3,26,25,5,0.094650205,0.102880658,0.080568721,0.241935483,0.227488151,0.302521008,0.308056872,0.2765439424333693,0.28061132915949416,73.37786483891986,0.8115386478602886,-6.812376934176919,-3.5685887336730957,-0.26062791477966735,"Sal Frelick",29622,686217
"Jorge Soler","LAA",58,243,9,28,33,0,0.090534979,0.312757201,0.18224299,0.287878787,0.219626168,0.300411522,0.401869158,0.30984833995991773,0.306340849448624,93.39069376463299,-1.9609898729249835,-3.861057306155361,-7.668059825897217,-0.2940295505132697,"Jorge Soler",14221,624585
"Josh Bell","MIN",72,285,8,35,45,1,0.066666666,0.235087719,0.145038168,0.291005291,0.240458015,0.294736842,0.385496183,0.3005112125162493,0.3115936011598821,87.46622258652539,-1.5888866651803255,-5.814927640462285,-7.270350456237793,-0.3003585188453079,"Josh Bell",13145,605137
"Jeff McNeil","ATH",66,238,3,19,19,1,0.084033613,0.138655462,0.08490566,0.264044943,0.235849056,0.308016877,0.320754716,0.28416575440915964,0.305881970994016,74.30999237659373,-1.7248182781040668,-8.958311119115923,-2.4867826104164124,-0.303593909634056,"Jeff McNeil",15362,643446
"Willy Adames","SFG",71,300,11,34,29,1,0.056666666,0.276666666,0.188612099,0.281914893,0.227758007,0.273333333,0.416370106,0.30034970740477246,0.29183878308554556,91.25916128193053,-2.5951614938676357,-5.685480285862509,-7.141592979431152,-0.32289073759876724,"Willy Adames",15986,642715
"Rhys Hoskins","CLE",57,201,6,24,24,0,0.169154228,0.288557213,0.186335404,0.237623762,0.186335403,0.328358208,0.372670807,0.3163470017969312,0.30080398635484684,100.15774831290257,-2.110882118344307,-2.073370340612349,-8.440383434295654,-0.342818958600931,"Rhys Hoskins",16472,656555
"Eugenio Suárez","CIN",46,182,7,16,25,0,0.082417582,0.329670329,0.168674699,0.29,0.216867469,0.28021978,0.385542168,0.2937658396396008,0.27153608772192106,79.45884191285909,-0.7846119357272983,-5.190416557235044,-4.4605817794799805,-0.3864010274618848,"Eugenio Suarez",12552,553993
"Matt Vierling","DET",61,197,4,16,23,2,0.081218274,0.157360406,0.13559322,0.219178082,0.20338983,0.26395939,0.33898305,0.2664896292129749,0.30683937851263554,64.85982609930608,-0.9604683173820376,-9.150338132342693,-1.6743824481964111,-0.38901531366351705,"Matt Vierling",21558,663837
"Isaac Collins","KCR",65,241,3,24,19,3,0.132780082,0.253112033,0.085,0.289855072,0.215,0.334728033,0.3,0.29711197085959146,0.30652704598015823,82.90812110865741,-1.9415851635858417,-6.814779325034349,-5.6900551319122314,-0.4007264005277467,"Isaac Collins",25477,686555
"Ezequiel Tovar","COL",69,263,5,22,24,4,0.05703422,0.281368821,0.119341564,0.281437125,0.213991769,0.262357414,0.333333333,0.2643064677488668,0.2923832592402121,50.55171622402316,0.8222632575780153,-14.503986289741489,1.7424854040145874,-0.43762322801680037,"Ezequiel Tovar",24064,678662
"Luis Rengifo","MIL",57,209,0,19,19,3,0.09090909,0.114832535,0.048648649,0.233128834,0.205405405,0.280193236,0.254054054,0.24599487312789103,0.29586289568645197,52.54509993792198,-0.8287773132324219,-12.517209739578147,-0.15526807308197021,-0.6057511857722345,"Luis Rengifo",19858,650859
"Edouard Julien","COL",63,196,2,23,17,4,0.122448979,0.270408163,0.076023392,0.318965517,0.228070175,0.326530612,0.304093567,0.29245940306965185,0.3374972830013353,69.75045111660262,-0.2730003669857979,-7.26021195550862,-5.393602192401886,-0.6465085321030639,"Edouard Julien",27534,666397
"Owen Caissie","MIA",62,193,6,19,35,3,0.07253886,0.409326424,0.162790698,0.326086956,0.209302325,0.269430051,0.372093023,0.2807397020913159,0.2899089411685341,74.13283142138013,1.0690607614815235,-4.814430647212377,-8.991523742675781,-0.773779784292263,"Owen Caissie",27496,683357
"Mark Vientos","NYM",60,212,8,20,29,0,0.033018867,0.226415094,0.163366336,0.244897959,0.217821782,0.25,0.381188118,0.2753995510767091,0.31782092688218605,75.1568663330773,-1.1628595851361752,-7.36970827301445,-7.912039279937744,-0.8618448161106198,"Mark Vientos",22184,668901
"Marcell Ozuna","PIT",51,208,5,15,23,0,0.091346153,0.288461538,0.106951872,0.25409836,0.192513368,0.274038461,0.29946524,0.26064996442933014,0.3052552915086933,59.88749922625005,-0.5708013344556093,-10.403483352785848,-5.185184955596924,-0.9062523583259291,"Marcell Ozuna",10324,542303
"Lawrence Butler","ATH",66,199,4,22,19,4,0.100502512,0.256281407,0.100558659,0.25,0.195530726,0.276381909,0.296089385,0.2601269640103735,0.3046112449801698,57.9800897448791,-1.1645660288631916,-11.057271121750098,-5.088820397853851,-0.9241210094916221,"Lawrence Butler",22542,671732
"Salvador Perez","KCR",68,286,9,25,26,0,0.041958041,0.195804195,0.124528301,0.215686274,0.2,0.244755244,0.324528301,0.2507900449267605,0.2854946203399123,51.44095792582009,-1.319928178563714,-17.750134220801026,-4.0056222677230835,-1.180432620366279,"Salvador Perez",7304,521692
